listing_id,distance
7211212,1.1185461789224282
7150865,1.1243747103529358
6887163,0.36746542268233684
6888711,0.0739768854662975
6934781,1.0116779469121864
6894514,0.4181068582941616
6930771,1.764377643514111
6867392,0.5367319362896822
6898799,0.7737809245677721
6814332,0.15958892634245203
6869199,0.9092018876900296
7102986,0.34450466901097715
6895442,0.15264803726644435
6846213,1.150068536489803
7089402,0.5148517860337795
6889043,0.4571184247909859
6913348,0.45385771176427697
6894111,0.6864450335307872
6900220,1.7332394017717228
6848536,0.21238009907222768
6858062,0.26063079219654095
6836760,0.06954649625977953
6866830,0.37715738550888545
6885927,0.2680089944455763
7120132,0.2949941839934974
6933499,0.5023546305193533
6921632,0.5420196892456454
6913084,0.7944290886903944
6907079,0.6164412300285417
6925264,0.5471553331004428
6904268,0.3038356262609949
6821944,0.7293661757347288
6912559,0.5506851735771189
6898884,0.212085078702186
7176319,0.26963677124705426
6890107,0.6828985719471925
6821706,0.9818289122408985
6885742,0.9502829086508037
6832226,0.07287135528645014
7230670,0.40649649069048455
6890563,0.12108119762125508
6860485,0.3081727246305418
6896742,0.28907222313020814
6942606,0.4609979209014304
6846026,1.291620697987483
6923614,1.5865314327826383
6941997,0.4873428466694779
6846938,0.17220353952604164
7190105,0.9018899229001119
6856713,0.15454325435132482
6908135,0.44484193320535637
6944369,0.4875434045305281
6861960,0.6906600959019631
6847390,0.2221373329443405
6816227,0.34907441538478273
6859368,0.5651402398948595
6907631,1.047040925613855
6923973,0.40765952472601064
6927880,0.2518333778667308
7127110,0.8968076606535613
6916033,0.31193956249283783
6900939,0.4767925187389898
6866313,0.3854974363953697
6854532,0.38194405944142323
6946257,0.9077493470637474
6878074,0.6759209135357103
6879306,0.17084086258422448
6891766,0.33070298875408344
6844733,0.52489296029831
6932777,0.21535117069284315
6875163,1.1325534048892572
6892631,1.823970077693274
6851714,0.4168886857587645
6890772,0.539812333586188
6899196,0.4809241848054416
6889430,0.6088729484722449
6870967,1.4506986248845595
6868139,0.27662143947048773
6877460,0.9984847314663912
6940305,1.2620547391906307
6869315,1.0039711339232273
6818183,0.25956878274112866
7208829,0.924195693370526
7147322,0.2776162260088339
6897676,0.7515398039311189
6848778,0.6268180114971453
6846405,1.501040867854633
6828553,0.5482373305249015
6819930,0.5558949438076985
7091995,0.3681487442120785
6882553,0.8297568211867161
6875784,1.016727186705448
6929175,0.873707405753007
6864916,0.3795545244999538
6872659,0.31766753536349446
6883194,1.0532779924637081
6889329,0.21932235245235016
6911693,0.7005164615864591
6933506,0.8177229318383508
6907978,0.7001738823877992
6866364,0.28239234446396216
6944517,0.9084553343626155
6875769,0.6704262371396339
6830093,0.563321512619189
6914141,0.759150465820512
6885991,0.09462772833886055
6817707,0.8660735794353943
6890059,0.32962953780679066
7121934,0.9018899229001119
6822355,0.2934275154389335
6924176,0.5029540791365058
6886300,0.9837179493177393
6856146,0.17839473270542885
6869981,1.5029037091212234
6934541,1.8844174996542895
6943997,1.2664453515028709
6851019,0.3280137763572662
6856770,0.49143950289908045
6925656,0.5908928944892872
6838450,0.16218745721841923
6931557,0.5568860135026164
6873855,0.37408144844903174
6882012,0.1826654299865392
6899273,0.3640276058562973
6927877,0.804847256139963
6919514,1.0421723175329105
6900844,0.3875824765954124
6894530,2.6583674790837772
6890146,0.44914352204683633
6933977,0.002232465166687466
6837789,0.1743825049286579
7095651,1.1243747103529358
6930615,0.36325722920138387
6907321,0.07625180779530664
6864865,1.4714041226192343
7229402,0.5604499871090921
6825388,0.38194405944142323
6903190,0.7323572328756118
6812585,1.0408245433831405
6886100,0.4649704813934006
6922235,0.9451168705890219
6820367,0.47003801701949155
6903401,0.2721148441093646
6883529,0.0809225254530452
6910087,0.5590937602247409
6886430,0.6707281803417442
6818493,0.48118618874853236
6920767,0.7636720739341291
6831747,0.7342190943034398
6877550,0.6891455456043944
7108485,0.7316195750684652
6894240,1.1123877830521482
6855492,0.27500293128884007
6812475,0.5787215755362337
6947696,0.6889569061986299
6830764,0.1308503118504591
7107622,0.852011204678356
6927068,0.45331204889563415
6862919,0.7622903947487831
6875908,30.656915559977207
6900832,0.7934410049231224
6878419,0.5039197726279041
6886196,0.24491706635344193
6862696,0.5012136671096237
6828701,0.9264899212223245
7096956,0.23326121595163504
6905574,0.8461476010348388
6965440,0.18405699051866922
6851802,0.644735654297466
6914964,0.436800871680323
6886758,0.26339769260330764
6935754,0.11641014653561782
6941377,0.36813251057011687
6940927,0.4061407237889016
6853469,0.6011779596453517
6926629,0.5625579145096078
6876419,1.081817618744197
6932079,0.1657604313744269
7195591,0.6857550634598112
7172841,1.1022357201093889
6862351,0.2747594011827174
6821667,0.9246316200769222
6849785,0.30061724810825163
6942038,0.3051641362901016
6909039,0.8660735794353943
6903614,0.9413938605576878
6874758,0.18680676380615183
6840041,0.13920086531197282
6918057,0.1846182664822887
6864381,0.3520402919656905
6928762,0.8680248797041089
6831840,0.29331567616386967
6945500,0.461981083185305
6853927,0.581006183500751
6839585,0.08327164574238538
6887119,0.4688268380069433
6847031,0.9264899212223245
6841584,0.8731989130634492
6864072,0.26310055649578057
6926755,0.21013267053465778
6880947,0.7055419797084371
6929248,0.2721148441093646
7187990,0.6881706664370943
6859496,0.5216510341219005
6897104,0.27379857839183225
6864115,0.329028335109575
6843557,0.29358409691542015
6868334,0.3730023176664533
6918821,0.13394280868557318
6841075,0.29937216310575904
6846567,0.532834302429272
6932296,0.6181859397601467
6930696,0.40649649069048455
6917095,1.716220261152366
6938861,0.5199882737290981
6843876,0.49200618966996107
6924281,0.6449619772295588
6930371,0.25199584220894033
6849385,0.42370411758247256
7145794,0.3843288695760095
6864804,0.5260810136136653
6899452,1.5127066071408575
6907090,0.5719797335386302
6822287,0.2687267604183441
6918128,0.5787215755362337
6858138,0.5198146443001227
6908210,0.2607257354098396
6944085,0.21678387729104884
6865014,1.3312262191284576
6931540,1.2806609598511107
6864155,1.333364670268805
6876775,1.2419792080063552
6861664,0.31072565654770307
6824701,1.1306805136400264
6893811,0.22099770895807624
7193261,0.2747594011827174
6937909,0.39777991345321917
6901602,0.1924516415745647
6930606,0.5100699092020093
6849599,0.9142386575644055
7153130,0.5386082282282268
6895162,0.2813161288143191
6858024,1.3850808382361803
6910133,0.6933439283722146
6822146,0.1317933569318852
6833238,0.18680676380615183
6827455,0.27500293128884007
7171381,0.4809241848054416
6858791,0.41967126187200443
6823927,0.23610194151417235
6855206,0.23831906177545467
6903826,0.38194405944142323
6945350,0.3489770730100161
6904890,0.3015262477115856
6908847,0.8216050441978336
6944534,1.2233266624990726
6902444,0.4819731031473682
7228593,0.7817303273620093
6812548,0.10956764718126269
